progress_id,project_id,week_number,report_date,planned_progress_pct,actual_progress_pct,schedule_variance_pct,agent_slippage_alert,site_manager_comment,escalation_required
SP-00283,PRJ-2026-0040,6,2026-02-02,55.95,58.75,2.8,No,Resource constraint,No
SP-00284,PRJ-2026-0040,7,2026-02-09,52.03,45.45,-6.58,Yes,Good progress,No
SP-00285,PRJ-2026-0041,1,2025-12-29,10.97,6.82,-4.15,No,Ahead of schedule,No
SP-00286,PRJ-2026-0041,2,2026-01-05,19.91,20.82,0.92,No,Ahead of schedule,No
SP-00287,PRJ-2026-0041,3,2026-01-12,31.96,31.83,-0.13,No,Minor delay,No
SP-00288,PRJ-2026-0041,4,2026-01-19,39.58,38.0,-1.58,No,Ahead of schedule,No
SP-00289,PRJ-2026-0041,5,2026-01-26,32.43,35.09,2.66,No,Minor delay,No
SP-00290,PRJ-2026-0041,6,2026-02-02,44.26,40.93,-3.34,No,Resource constraint,No
SP-00291,PRJ-2026-0041,7,2026-02-09,53.43,49.47,-3.97,No,Ahead of schedule,No
SP-00292,PRJ-2026-0041,8,2026-02-16,84.96,79.29,-5.67,Yes,Weather impact,No
SP-00293,PRJ-2026-0041,9,2026-02-23,96.37,98.14,1.77,No,On track,No
SP-00294,PRJ-2026-0042,1,2025-12-29,10.95,13.18,2.23,No,On track,No
SP-00295,PRJ-2026-0042,2,2026-01-05,15.62,9.4,-6.22,Yes,Resource constraint,No
SP-00296,PRJ-2026-0042,3,2026-01-12,25.42,18.09,-7.34,Yes,Material pending,No
SP-00297,PRJ-2026-0042,4,2026-01-19,38.38,40.98,2.6,No,Material pending,No
SP-00298,PRJ-2026-0042,5,2026-01-26,51.55,43.8,-7.75,Yes,Minor delay,No
SP-00299,PRJ-2026-0042,6,2026-02-02,39.79,34.89,-4.9,No,Weather impact,No
SP-00300,PRJ-2026-0043,1,2025-12-29,7.31,8.81,1.5,No,Minor delay,No
SP-00301,PRJ-2026-0043,2,2026-01-05,19.01,20.54,1.53,No,Minor delay,No
SP-00302,PRJ-2026-0043,3,2026-01-12,18.88,11.07,-7.81,Yes,Material pending,No
SP-00303,PRJ-2026-0043,4,2026-01-19,43.13,41.34,-1.79,No,Weather impact,No
SP-00304,PRJ-2026-0043,5,2026-01-26,40.58,41.23,0.66,No,Weather impact,No
SP-00305,PRJ-2026-0043,6,2026-02-02,49.28,48.73,-0.55,No,Weather impact,No
SP-00306,PRJ-2026-0043,7,2026-02-09,51.98,53.26,1.28,No,Weather impact,No
SP-00307,PRJ-2026-0043,8,2026-02-16,67.18,60.35,-6.83,Yes,Material pending,No
SP-00308,PRJ-2026-0043,9,2026-02-23,73.54,66.75,-6.78,Yes,Ahead of schedule,No
SP-00309,PRJ-2026-0044,1,2025-12-29,9.99,7.64,-2.34,No,Minor delay,No
SP-00310,PRJ-2026-0044,2,2026-01-05,12.27,14.29,2.03,No,Resource constraint,No
SP-00311,PRJ-2026-0044,3,2026-01-12,21.45,18.39,-3.06,No,Ahead of schedule,No
SP-00312,PRJ-2026-0044,4,2026-01-19,42.86,40.24,-2.62,No,Resource constraint,No
SP-00313,PRJ-2026-0044,5,2026-01-26,31.07,23.21,-7.86,Yes,Ahead of schedule,No
SP-00314,PRJ-2026-0045,1,2025-12-29,8.24,1.87,-6.37,Yes,Ahead of schedule,No
SP-00315,PRJ-2026-0045,2,2026-01-05,19.2,21.91,2.72,No,Material pending,No
SP-00316,PRJ-2026-0045,3,2026-01-12,19.27,16.86,-2.41,No,Material pending,No
SP-00317,PRJ-2026-0045,4,2026-01-19,26.03,18.63,-7.41,Yes,Weather impact,No
SP-00318,PRJ-2026-0045,5,2026-01-26,31.99,24.52,-7.47,Yes,Weather impact,No
SP-00319,PRJ-2026-0045,6,2026-02-02,65.1,67.59,2.49,No,Weather impact,No
SP-00320,PRJ-2026-0045,7,2026-02-09,48.98,45.39,-3.59,No,Good progress,No
SP-00321,PRJ-2026-0045,8,2026-02-16,55.86,48.05,-7.81,Yes,Minor delay,No
SP-00322,PRJ-2026-0045,9,2026-02-23,69.7,71.16,1.45,No,Material pending,No
SP-00323,PRJ-2026-0046,1,2025-12-29,9.52,8.07,-1.44,No,On track,No
SP-00324,PRJ-2026-0046,2,2026-01-05,14.05,12.22,-1.83,No,Minor delay,No
SP-00325,PRJ-2026-0046,3,2026-01-12,33.0,33.84,0.84,No,Resource constraint,No
SP-00326,PRJ-2026-0046,4,2026-01-19,32.05,33.1,1.05,No,Weather impact,No
SP-00327,PRJ-2026-0046,5,2026-01-26,50.96,52.74,1.79,No,Ahead of schedule,No
SP-00328,PRJ-2026-0046,6,2026-02-02,40.47,36.35,-4.11,No,Resource constraint,No
SP-00329,PRJ-2026-0046,7,2026-02-09,50.42,43.94,-6.48,Yes,On track,No
SP-00330,PRJ-2026-0046,8,2026-02-16,49.28,52.06,2.78,No,Material pending,No
SP-00331,PRJ-2026-0046,9,2026-02-23,73.15,68.57,-4.58,No,Good progress,No
SP-00332,PRJ-2026-0046,10,2026-03-02,89.47,89.77,0.31,No,On track,No
SP-00333,PRJ-2026-0047,1,2025-12-29,8.94,8.27,-0.67,No,Weather impact,No
SP-00334,PRJ-2026-0047,2,2026-01-05,12.37,12.61,0.24,No,Resource constraint,No
SP-00335,PRJ-2026-0047,3,2026-01-12,21.54,21.99,0.45,No,Ahead of schedule,No
SP-00336,PRJ-2026-0047,4,2026-01-19,38.3,38.63,0.33,No,Resource constraint,No
SP-00337,PRJ-2026-0047,5,2026-01-26,30.08,24.82,-5.26,Yes,Weather impact,No
SP-00338,PRJ-2026-0047,6,2026-02-02,59.53,52.0,-7.53,Yes,Ahead of schedule,No
SP-00339,PRJ-2026-0047,7,2026-02-09,62.64,61.75,-0.89,No,Material pending,No
SP-00340,PRJ-2026-0047,8,2026-02-16,79.33,77.15,-2.18,No,Good progress,No
SP-00341,PRJ-2026-0047,9,2026-02-23,64.07,56.78,-7.28,Yes,Resource constraint,No
SP-00342,PRJ-2026-0047,10,2026-03-02,81.95,75.27,-6.68,Yes,Material pending,No
SP-00343,PRJ-2026-0047,11,2026-03-09,99.16,99.41,0.25,No,Material pending,No
SP-00344,PRJ-2026-0048,1,2025-12-29,10.78,4.41,-6.37,Yes,Weather impact,No
SP-00345,PRJ-2026-0048,2,2026-01-05,21.53,18.86,-2.66,No,Minor delay,No
SP-00346,PRJ-2026-0048,3,2026-01-12,21.5,15.42,-6.08,Yes,Material pending,No
SP-00347,PRJ-2026-0048,4,2026-01-19,27.66,27.77,0.11,No,Resource constraint,No
SP-00348,PRJ-2026-0048,5,2026-01-26,44.21,37.46,-6.75,Yes,Ahead of schedule,No
SP-00349,PRJ-2026-0048,6,2026-02-02,36.44,36.27,-0.17,No,Minor delay,No
SP-00350,PRJ-2026-0048,7,2026-02-09,72.92,74.25,1.33,No,On track,No
SP-00351,PRJ-2026-0048,8,2026-02-16,56.57,49.13,-7.44,Yes,Ahead of schedule,No
SP-00352,PRJ-2026-0048,9,2026-02-23,94.68,95.97,1.29,No,On track,No
SP-00353,PRJ-2026-0048,10,2026-03-02,80.54,81.79,1.25,No,Good progress,No
SP-00354,PRJ-2026-0049,1,2025-12-29,6.48,8.72,2.24,No,Minor delay,No
SP-00355,PRJ-2026-0049,2,2026-01-05,15.69,15.41,-0.28,No,Minor delay,No
SP-00356,PRJ-2026-0049,3,2026-01-12,31.46,24.38,-7.08,Yes,On track,No
SP-00357,PRJ-2026-0049,4,2026-01-19,38.62,36.53,-2.09,No,Good progress,No
SP-00358,PRJ-2026-0049,5,2026-01-26,42.71,43.67,0.97,No,Resource constraint,No
SP-00359,PRJ-2026-0049,6,2026-02-02,63.84,65.68,1.84,No,Resource constraint,No
SP-00360,PRJ-2026-0049,7,2026-02-09,46.84,47.17,0.34,No,Weather impact,No
SP-00361,PRJ-2026-0049,8,2026-02-16,68.88,68.99,0.11,No,Resource constraint,No
SP-00362,PRJ-2026-0050,1,2025-12-29,10.86,6.97,-3.89,No,Resource constraint,No
SP-00363,PRJ-2026-0050,2,2026-01-05,13.73,14.66,0.93,No,Resource constraint,No
SP-00364,PRJ-2026-0050,3,2026-01-12,18.7,15.92,-2.78,No,Good progress,No
SP-00365,PRJ-2026-0050,4,2026-01-19,25.87,27.14,1.27,No,Material pending,No
SP-00366,PRJ-2026-0050,5,2026-01-26,44.09,39.38,-4.7,No,On track,No
SP-00367,PRJ-2026-0050,6,2026-02-02,58.94,58.29,-0.65,No,Resource constraint,No
SP-00368,PRJ-2026-0050,7,2026-02-09,73.18,72.6,-0.58,No,Ahead of schedule,No
SP-00369,PRJ-2026-0050,8,2026-02-16,54.61,53.99,-0.63,No,Material pending,No
SP-00370,PRJ-2026-0050,9,2026-02-23,86.68,82.99,-3.69,No,Good progress,No
SP-00371,PRJ-2026-0050,10,2026-03-02,91.77,86.71,-5.06,Yes,Minor delay,No
SP-00372,PRJ-2026-0050,11,2026-03-09,100,94.85,-5.15,Yes,Ahead of schedule,No
SP-00373,PRJ-2026-0051,1,2025-12-29,6.56,3.26,-3.3,No,Resource constraint,No
SP-00374,PRJ-2026-0051,2,2026-01-05,18.42,12.37,-6.05,Yes,Good progress,No
SP-00375,PRJ-2026-0051,3,2026-01-12,31.41,31.01,-0.4,No,Weather impact,No
SP-00376,PRJ-2026-0051,4,2026-01-19,38.46,34.35,-4.11,No,Resource constraint,No
SP-00377,PRJ-2026-0051,5,2026-01-26,49.95,50.8,0.85,No,Minor delay,No
SP-00378,PRJ-2026-0051,6,2026-02-02,44.79,37.28,-7.5,Yes,Good progress,No
SP-00379,PRJ-2026-0051,7,2026-02-09,64.39,65.57,1.19,No,Material pending,No
SP-00380,PRJ-2026-0051,8,2026-02-16,69.87,69.8,-0.08,No,On track,No
SP-00381,PRJ-2026-0051,9,2026-02-23,65.95,63.58,-2.37,No,On track,No
SP-00382,PRJ-2026-0051,10,2026-03-02,82.2,75.88,-6.32,Yes,On track,No
SP-00383,PRJ-2026-0052,1,2025-12-29,6.71,9.51,2.79,No,Resource constraint,No
SP-00384,PRJ-2026-0052,2,2026-01-05,19.6,20.68,1.08,No,Weather impact,No
SP-00385,PRJ-2026-0052,3,2026-01-12,26.14,19.51,-6.62,Yes,Weather impact,No
SP-00386,PRJ-2026-0052,4,2026-01-19,34.69,32.55,-2.14,No,Resource constraint,No
SP-00387,PRJ-2026-0052,5,2026-01-26,31.03,27.82,-3.21,No,Material pending,No
SP-00388,PRJ-2026-0052,6,2026-02-02,50.39,53.28,2.9,No,Resource constraint,No
SP-00389,PRJ-2026-0052,7,2026-02-09,62.15,58.83,-3.33,No,On track,No
SP-00390,PRJ-2026-0052,8,2026-02-16,60.0,54.35,-5.64,Yes,Resource constraint,No
SP-00391,PRJ-2026-0052,9,2026-02-23,94.32,97.26,2.94,No,Weather impact,No
SP-00392,PRJ-2026-0052,10,2026-03-02,93.06,95.92,2.86,No,Ahead of schedule,No
SP-00393,PRJ-2026-0053,1,2025-12-29,9.57,2.76,-6.81,Yes,Material pending,No
SP-00394,PRJ-2026-0053,2,2026-01-05,19.2,21.04,1.84,No,Minor delay,No
SP-00395,PRJ-2026-0053,3,2026-01-12,32.72,25.2,-7.52,Yes,Weather impact,No
SP-00396,PRJ-2026-0053,4,2026-01-19,35.13,28.16,-6.96,Yes,Ahead of schedule,No
SP-00397,PRJ-2026-0053,5,2026-01-26,50.75,42.99,-7.76,Yes,Weather impact,No
SP-00398,PRJ-2026-0053,6,2026-02-02,63.19,58.26,-4.94,No,Material pending,No
SP-00399,PRJ-2026-0053,7,2026-02-09,47.06,40.43,-6.63,Yes,Material pending,No
SP-00400,PRJ-2026-0054,1,2025-12-29,9.25,10.85,1.6,No,Weather impact,No
SP-00401,PRJ-2026-0054,2,2026-01-05,12.28,10.52,-1.76,No,Ahead of schedule,No
SP-00402,PRJ-2026-0054,3,2026-01-12,18.95,19.26,0.31,No,Good progress,No
SP-00403,PRJ-2026-0054,4,2026-01-19,25.31,22.98,-2.33,No,Resource constraint,No
SP-00404,PRJ-2026-0054,5,2026-01-26,43.46,43.74,0.28,No,Resource constraint,No
SP-00405,PRJ-2026-0054,6,2026-02-02,52.23,54.21,1.98,No,Ahead of schedule,No
SP-00406,PRJ-2026-0054,7,2026-02-09,56.02,57.19,1.17,No,On track,No
SP-00407,PRJ-2026-0054,8,2026-02-16,58.86,55.73,-3.13,No,Resource constraint,No
SP-00408,PRJ-2026-0054,9,2026-02-23,92.15,85.3,-6.85,Yes,Ahead of schedule,No
SP-00409,PRJ-2026-0055,1,2025-12-29,9.11,11.22,2.11,No,Weather impact,No
SP-00410,PRJ-2026-0055,2,2026-01-05,17.46,16.24,-1.22,No,Good progress,No
SP-00411,PRJ-2026-0055,3,2026-01-12,32.63,28.98,-3.65,No,Weather impact,No
SP-00412,PRJ-2026-0055,4,2026-01-19,42.61,38.8,-3.81,No,Good progress,No
SP-00413,PRJ-2026-0055,5,2026-01-26,52.31,45.31,-7.01,Yes,Resource constraint,No
SP-00414,PRJ-2026-0055,6,2026-02-02,43.84,39.29,-4.55,No,On track,No
SP-00415,PRJ-2026-0055,7,2026-02-09,46.34,39.83,-6.52,Yes,On track,No
SP-00416,PRJ-2026-0055,8,2026-02-16,81.79,82.38,0.59,No,Minor delay,No
SP-00417,PRJ-2026-0055,9,2026-02-23,85.36,81.56,-3.8,No,Weather impact,No
