Level,Item,Description,Revision,Type,Status,Engineering Item,Item Seq,Op Seq,Alternate,Engineering Bill,Comments,UOM,Basis,Quantity,Planning %,Yield,Extended Quantity,Effectivity Control,From,To,From Date,To Date,Disabled,Implemented,ECO,Supply Type,Subinventory,Locator,Costed,Unit Cost,Extended Quantity,Extended Cost,Operation Seq,Manufacturing,Offset,Cumulative Manufacuturing,Cumulative Total,Optional,Mutually Exclusive,ATP,Min Qty,Max Qty,Sales Order Basis,Shippable,Include on Ship Docs,Required To Ship,Required For Revenue
3,WS00000852,"Motor Spares, GASKET FOR MOTORS, 0.37 KW,4P, FRAME SIZE 80, Ref OC:W630414",0,XX_TMX_EW_MRP_Planned_Item,Active,,4,1,,,,SET,Item,1,100,1,1,Date,,,2025-09-10,,,*,WVO-775518,Push,,,,,1,,1,,,,,,,,,,None,*,,,
3,WS00000231,"Motor Spares, Motor cooling Fan, 0.37 KW,4P, FRAME SIZE 80, Ref OC:W630413",0,XX_TMX_EW_MRP_Planned_Item,Active,,5,1,,,,NOS,Item,1,100,1,1,Date,,,2025-09-10,,,*,WVO-775518,Push,,,,,1,,1,,,,,,,,,,None,*,,,
3,WS00000851,"Motor Spares, ENDSHIELD FOR MOTOR, 0.37 KW,4P, FRAME SIZE 80, Ref OC:W630414",0,XX_TMX_EW_MRP_Planned_Item,Active,,6,1,,,,SET,Item,1,100,1,1,Date,,,2025-09-10,,,*,WVO-775518,Push,,,,,1,,1,,,,,,,,,,None,*,,,
2,-  W000630414EL0301,"SOS, for Elec_LT Motor",1,SOS Dummy,Active,,5,1,,,,LOT,Item,1,100,1,1,Date,,,2025-09-16,,,*,WVO-775799,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WS00000882,"Motor Spares, DANGER PLATE STICKER, 60 X 60 MM, Ref OC:W630414",0,XX_TMX_EW_MRP_Planned_Item,Active,,1,1,,,,NOS,Item,17,100,1,17,Date,,,2025-09-16,,,*,WVO-775799,Push,,,,,17,,1,,,,,,,,,,None,*,,,
2,-  W000630414EL2203,"SOS, for Elec_Cable Tray",1,SOS Dummy,Active,,6,1,,,,LOT,Item,1,100,1,1,Date,,,2025-09-26,,,*,WVO-776280,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQFAE26504,"CABLE TRAYS & ACC : LADDER TYPE, GI., THK : 2mm, HT : 127 MM, HOR. TEE : 300 MM WIDE, BENDING RADIUS 600 MM, AS PER DRG NO. WHEFB00142",0,Finished good,Active,,1,1,,,,NOS,Item,4,100,1,4,Date,,,2025-09-26,,,*,WVO-776280,Push,,,,,4,,1,120,,,,,,,,,None,*,,,
3,WQFAE11227,"CABLE TRAYS & ACC : PERFORATED TYPE, GI, THK : 2mm, HT : 50 MM, HOR. TEE : 150 MM WIDE, BENDING RADIUS 300 MM, AS PER DRG NO. WHEFB00142",0,Finished good,Active,,2,1,,,,NOS,Item,2,100,1,2,Date,,,2025-09-26,,,*,WVO-776280,Push,,,,,2,,1,120,,,,,,,,,None,*,,,
2,-  W000630414IN5101,"SOS, for Instru_Instrument Cable Tray",1,SOS Dummy,Active,,7,1,,,,LOT,Item,1,100,1,1,Date,,,2026-01-06,,,*,WVO-780091,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQFAE26476,"CABLE TRAYS & ACC : LADDER TYPE, GI., THK : 2mm, HT : 127 MM, TRAY : 300 MM WIDE, AS PER DRG NO. WHEFB00142",0,Finished good,Active,,1,1,,,,MTR,Item,2,100,1,2,Date,,,2026-01-06,,,*,WVO-780091,Push,,,,,2,,1,120,,,,,,,,,None,*,,,
3,WQFAE11220,"CABLE TRAYS & ACC : PERFORATED TYPE, GI, THK : 2mm, HT : 50 MM, TRAY : 100 MM WIDE, AS PER DRG NO. WHEFB00142",0,Finished good,Active,,2,1,,,,MTR,Item,2,100,1,2,Date,,,2026-01-06,,,*,WVO-780091,Push,,,,,2,,1,120,,,,,,,,,None,*,,,
3,WQFAE11221,"CABLE TRAYS & ACC : PERFORATED TYPE, GI, THK : 2mm, HT : 50 MM, TRAY : 150 MM WIDE, AS PER DRG NO. WHEFB00142",0,Finished good,Active,,3,1,,,,MTR,Item,2,100,1,2,Date,,,2026-01-06,,,*,WVO-780091,Push,,,,,2,,1,120,,,,,,,,,None,*,,,
1,-  W630414C01,SHOP FABRICATED EQUIPMENTS,11,SOS Dummy,Active,,4,1,,,,LOT,Item,1,100,1,1,Date,,,2024-11-22,,,*,WVO-764090,Push,,,,,1,,1,,,,,,,,,,None,,,,
2,-  W630414C02,FRP TANK BOM,1,SOS Dummy,Active,,1,1,,,,LOT,Item,1,100,1,1,Date,,,2024-11-22,,,*,WVO-764090,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQPEBC7027,"FABRICATION OF HYPO DOSING TANK, AS PER DWG; WFMGA00002",0,Finished good,Active,,1,1,,,,NOS,Item,2,100,1,2,Date,,,2024-11-22,,,*,WVO-764090,Push,,,,,2,,1,60,,,,,,,,,None,*,,,
2,-  W630414C03,LIME STONE FILTER,1,SOS Dummy,Active,,2,1,,,,LOT,Item,1,100,1,1,Date,,,2024-12-17,,,*,WVO-765035,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQMGBC8001,FABRICATION OF LIME STONE FILTER; FOR 2600 DIAMETER; AS PER DRG,0,Finished good,Active,,1,1,,,,NOS,Item,3,100,1,3,Date,,,2024-12-17,,,*,WVO-765035,Push,,,,,3,,1,90,,,,,,,,,None,*,,,
2,-  W630414C05,METALLIC TANK,1,SOS Dummy,Active,,7,1,,,,LOT,Item,1,100,1,1,Date,,,2024-12-17,,,*,WVO-765040,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQPFAC7022,FABRICATION OF Na2CO3 DOSING TANK ; TAG NO-MP-E255-P-620-621-A/B ; AS PER DRAWING NUMBER WFMEA00041 OC- 630414,0,Finished good,Active,,1,1,,,,NOS,Item,2,100,1,2,Date,,,2024-12-17,,,*,WVO-765040,Push,,,,,2,,1,60,,,,,,,,,None,*,,,
3,WQPFAC7023,FABRICATION OF NaHCO3 DOSING TANK ; TAG NO-MP-E255-P-620-622-A/B ; AS PER DRAWING NUMBER WFMEA00042 OC- 630414,0,Finished good,Active,,2,1,,,,NOS,Item,2,100,1,2,Date,,,2024-12-17,,,*,WVO-765040,Push,,,,,2,,1,60,,,,,,,,,None,*,,,
2,-  W630414C06,INTERNALS FOR LIME STONE FILTER,1,SOS Dummy,Active,,8,1,,,,LOT,Item,1,100,1,1,Date,,,2024-12-17,,,*,WVO-765048,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQMGBC8002,FABRICATION OF METALLIC INTERNALS FOR LIME STONE FILTER; FOR 2600 DIAMETER; AS PER DRG; WFMCA00440,0,Finished good,Active,,1,1,,,,SET,Item,3,100,1,3,Date,,,2024-12-17,,,*,WVO-765048,Push,,,,,3,,1,90,,,,,,,,,None,*,,,
3,WQMGBC8003,SUPPLY OF INTERNALS HARDWARE FOR LIME STONE FILTER; FOR 2600 DIAMETER; AS PER DRG; WFMCA00440,0,Finished good,Active,,2,1,,,,SET,Item,3,100,1,3,Date,,,2024-12-17,,,*,WVO-765048,Push,,,,,3,,1,90,,,,,,,,,None,*,,,
3,WQMGBC8004,SUPPLY OF INTERNALS GASKET FOR LIME STONE FILTER; FOR 2600 DIAMETER; AS PER DRG; WFMCA00440,0,Finished good,Active,,3,1,,,,SET,Item,3,100,1,3,Date,,,2024-12-17,,,*,WVO-765048,Push,,,,,3,,1,90,,,,,,,,,None,*,,,
3,WQMGBC8005,INTERNAL & EXTERNAL ASSEMBLY OF LIME STONE FILTER; FOR 2600 DIAMETER; AS PER DRG; WFMCA00440,0,Finished good,Active,,4,1,,,,SET,Item,3,100,1,3,Date,,,2024-12-17,,,*,WVO-765048,Push,,,,,3,,1,90,,,,,,,,,None,*,,,
2,-  W630414C07,VESSEL & TANKS FLANGES,2,SOS Dummy,Active,,9,1,,,,LOT,Item,1,100,1,1,Date,,,2025-03-03,,,*,WVO-768428,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WMASUD8001,"FLANGE,SS316L,WELD-NECK; SA182 F316L,LATEST EDN,ANSI B16.5 150#,RF,125 AARH,SCH 80S;15NB",0,Finished good,Active,,1,1,,,,NOS,Item,4,100,1,4,Date,,,2025-03-03,,,*,WVO-768428,Push,,,,,4,,1,90,,,,,,,,,None,*,,,
3,WMASUD8003,"FLANGE,SS316L,WELD-NECK; SA182 F316L,LATEST EDN,ANSI B16.5 150#,RF,125 AARH,SCH 80S;25NB",0,Finished good,Inactive,,2,1,,,,NOS,Item,16,100,1,16,Date,,,2025-04-25,,,*,WVO-770453,Push,,,,,16,,1,90,,,,,,,,,None,*,,,
3,WMASUD8006,"FLANGE,SS316L,WELD-NECK; SA182 F316L,LATEST EDN,ANSI B16.5 150#,RF,125 AARH,SCH 80S;50NB",0,Finished good,Active,,3,1,,,,NOS,Item,8,100,1,8,Date,,,2025-03-03,,,*,WVO-768428,Push,,,,,8,,1,90,,,,,,,,,None,*,,,
3,WMASUD8008,"FLANGE,SS316L,WELD-NECK; SA182 F316L,LATEST EDN,ANSI B16.5 150#,RF,125 AARH,SCH 80S;80NB",0,Finished good,Active,,4,1,,,,NOS,Item,7,100,1,7,Date,,,2025-03-03,,,*,WVO-768428,Push,,,,,7,,1,90,,,,,,,,,None,*,,,
3,WMASUD8009,"FLANGE,SS316L,WELD-NECK; SA182 F316L,LATEST EDN,ANSI B16.5 150#,RF,125 AARH,SCH 80S;100NB",0,Finished good,Active,,5,1,,,,NOS,Item,4,100,1,4,Date,,,2025-03-03,,,*,WVO-768428,Push,,,,,4,,1,90,,,,,,,,,None,*,,,
3,WMASUD8011,"FLANGE,SS316L,WELD-NECK; SA182 F316L,LATEST EDN,ANSI B16.5 150#,RF,125 AARH,SCH 80S;150NB",0,Finished good,Active,,6,1,,,,NOS,Item,12,100,1,12,Date,,,2025-03-03,,,*,WVO-768428,Push,,,,,12,,1,90,,,,,,,,,None,*,,,
3,WMASXA7003,"FLANGE,SS316L,BLIND; SA182 F316L,LATEST EDN,ANSI B16.5 150#,RF,125 AARH FINISH;25NB",0,Finished good,Active,,7,1,,,,NOS,Item,4,100,1,4,Date,,,2025-03-03,,,*,WVO-768428,Push,,,,,4,,1,90,,,,,,,,,None,*,,,
3,WMASXA7011,"FLANGE,SS316L,BLIND; SA182 F316L,LATEST EDN,ANSI B16.5 150#,RF,125 AARH FINISH;150NB",0,Finished good,Active,,8,1,,,,NOS,Item,3,100,1,3,Date,,,2025-03-03,,,*,WVO-768428,Push,,,,,3,,1,90,,,,,,,,,None,*,,,
2,-  W630414C08,LSF VESSEL FLANGE,1,SOS Dummy,Active,,10,1,,,,LOT,Item,1,100,1,1,Date,,,2025-03-05,,,*,WVO-768534,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQASUD8004,"FLANGE,SS316L,WELD-NECK; SA182 F316L,LATEST EDN,ANSI B16.5 150#,RF,125 AARH,THK-12MM;600NB",0,Finished good,Active,,1,1,,,,NOS,Item,6,100,1,6,Date,,,2025-03-05,,,*,WVO-768534,Push,,,,,6,,1,90,,,,,,,,,None,*,,,
2,-  W630414C09,LSF VESSEL BLIND FLANGE,1,SOS Dummy,Active,,11,1,,,,LOT,Item,1,100,1,1,Date,,,2025-03-20,,,*,WVO-769073,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WMASXA7020,"FLANGE,SS316L,BLIND; SA182 F316L,LATEST EDN,ANSI B16.5 150#,RF,125 AARH FINISH;600NB",0,Finished good,Active,,1,1,,,,NOS,Item,6,100,1,6,Date,,,2025-03-20,,,*,WVO-769073,Push,,,,,6,,1,90,,,,,,,,,None,*,,,
2,-  W630414C10,LSF VESSEL 25 NB FLANGE CLASS 300#,1,SOS Dummy,Active,,12,1,,,,LOT,Item,1,100,1,1,Date,,,2025-04-25,,,*,WVO-770454,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WMASUE4003,"FLANGE,SS316L,WELD-NECK; SA182 F316L,LATEST EDN,ANSI B16.5 300#,RF,125 AARH,SCH 80S;25NB",0,Finished good,Active,,1,1,,,,NOS,Item,3,100,1,3,Date,,,2025-04-25,,,*,WVO-770454,Push,,,,,3,,1,90,,,,,,,,,None,*,,,
2,-  W630414C11,Na2CO3 TANK FLANGE,1,SOS Dummy,Active,,13,1,,,,LOT,Item,1,100,1,1,Date,,,2025-05-12,,,*,WVO-771052,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WMASUD8006,"FLANGE,SS316L,WELD-NECK; SA182 F316L,LATEST EDN,ANSI B16.5 150#,RF,125 AARH,SCH 80S;50NB",0,Finished good,Active,,1,1,,,,NOS,Item,4,100,1,4,Date,,,2025-05-12,,,*,WVO-771052,Push,,,,,4,,1,90,,,,,,,,,None,*,,,
1,-  W630414H01,INSTRUMENTATION,22,SOS Dummy,Active,,5,1,,,,LOT,Item,1,100,1,1,Date,,,2024-12-20,,,*,WVO-765214,Push,,,,,1,,1,,,,,,,,,,None,,,,
2,-  W630414H02,PLC SYSTEM,1,SOS Dummy,Active,,1,1,,,,LOT,Item,1,100,1,1,Date,,,2024-12-20,,,*,WVO-765214,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQGAG01724,"PLC System Consisting of Processor &  I/O cum Marshalling Panels , IRP Panel , Server Rack with 1 no OEWS, 1 no OWS and 2  no console & 2 chairs,  A4 Laserjet printer with table  inclduing cyber secuiry As Per Project specific Document.",0,Finished good,Active,,1,1,,,,SET,Item,1,100,1,1,Date,,,2024-12-20,,,*,WVO-765214,Push,,,,,1,,1,90,,,,,,,,,None,*,,,
2,-  W630414H03,PRESSURE GAUGE BOM,1,SOS Dummy,Active,,2,1,,,,LOT,Item,1,100,1,1,Date,,,2024-12-26,,,*,WVO-765479,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQGAA02151,"PR INSTR : PRESSURE GAUGE : BOURDON TYPE : ELEMENT & SOCKET MATERIAL SS316L, RANGE 0 TO 1 KG/CM2, AS PER PROJECT SPECIFIC DOCUMENT",0,Finished good,Active,,1,1,,,,NOS,Item,1,100,1,1,Date,,,2024-12-26,,,*,WVO-765479,Push,,,,,1,,1,7,,,,,,,,,None,*,,,
3,WQGAA02152,PR INSTR : PRESSURE GAUGE : BOURDON TYPE : ELEMENT & SOCKET MATERIAL SS316L : RANGE 0 TO 10 KG/CM2; AS PER PROJECT SPECIFIC DOCUMENT.,0,Finished good,Active,,2,1,,,,NOS,Item,7,100,1,7,Date,,,2024-12-26,,,*,WVO-765479,Push,,,,,7,,1,7,,,,,,,,,None,*,,,
3,WQGAA02153,"PR INSTR : PRESSURE GAUGE : CHEM SEAL - 2"" ANSI 300# FLANGED, RANGE  0 TO 10 KG/CM2, DIAPHRAGM MOC SS316L , SILICONE FILLED CASE AS PER PROJECT SPECIFIC DOCUMENT.",0,Finished good,Active,,3,1,,,,NOS,Item,4,100,1,4,Date,,,2024-12-26,,,*,WVO-765479,Push,,,,,4,,1,7,,,,,,,,,None,*,,,
3,WQGAA02154,"PR INSTR : PRESSURE GAUGE : CHEM SEAL - 2"" ANSI 300# FLANGED, RANGE  0 TO 10 KG/CM2, DIAPHRAGM MONEL 400 , SILICONE FILLED CASE AS PER PROJECT SPECIFIC DOCUMENT.",0,Finished good,Active,,4,1,,,,NOS,Item,2,100,1,2,Date,,,2024-12-26,,,*,WVO-765479,Push,,,,,2,,1,7,,,,,,,,,None,*,,,
2,-  W630414H04,MAGNETIC LEVEL GAUGE BOM,1,SOS Dummy,Active,,3,1,,,,LOT,Item,1,100,1,1,Date,,,2024-12-26,,,*,WVO-765485,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQGAC02860,"LEVEL INSTR : LEVEL GAUGE : MAGNETIC TYPE WITH BICOLOR FLAPPERS, SIDE MOUNTED, WETTED PARTS MOC - SS 316L, C-C DIST. 1200 MM, PROCESS CONNECTION 2"" ANSI 150#, AS PER PROJECT SPECIFIC DOCUMENT",0,Finished good,Active,,1,1,,,,NOS,Item,2,100,1,2,Date,,,2024-12-26,,,*,WVO-765485,Push,,,,,2,,1,60,,,,,,,,,None,*,,,
3,WQGAC02861,"LEVEL INSTR : LEVEL GAUGE : MAGNETIC TYPE WITH BICOLOR FLAPPERS, SIDE MOUNTED, WETTED PARTS MOC - SS 316L, C-C DIST. 800 MM, PROCESS CONNECTION 2"" ANSI 150#, AS PER PROJECT SPECIFIC DOCUMENT",0,Finished good,Active,,2,1,,,,NOS,Item,2,100,1,2,Date,,,2024-12-26,,,*,WVO-765485,Push,,,,,2,,1,60,,,,,,,,,None,*,,,
3,WQGAC02862,"LEVEL INSTR : LEVEL GAUGE : MAGNETIC TYPE WITH BICOLOR FLAPPERS, SIDE MOUNTED, WETTED PARTS MOC - PP/PVC, C-C DIST. 600 MM, PROCESS CONNECTION 2"" ANSI 150#, AS PER PROJECT SPECIFIC DOCUMENT",0,Finished good,Active,,3,1,,,,NOS,Item,2,100,1,2,Date,,,2024-12-26,,,*,WVO-765485,Push,,,,,2,,1,60,,,,,,,,,None,*,,,
2,-  W630414H05,ULTRASONIC LEVEL TRANSMITTER BOM,1,SOS Dummy,Active,,4,1,,,,LOT,Item,1,100,1,1,Date,,,2024-12-26,,,*,WVO-765491,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQGAC07213,"LEVEL INSTR : LEVEL TRANSMITTER : ULTRASONIC TYPE, INSTRUMENT RANGE 5 Meter, AS PER PROJECT SPECIFIC DOCUMENT",0,Finished good,Active,,1,1,,,,NOS,Item,6,100,1,6,Date,,,2024-12-26,,,*,WVO-765491,Push,,,,,6,,1,60,,,,,,,,,None,*,,,
2,-  W630414H06,pH ANALYZER BOM,1,SOS Dummy,Active,,5,1,,,,LOT,Item,1,100,1,1,Date,,,2024-12-26,,,*,WVO-765494,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQGAE03385,"PH ANALYSER : PH Sensor: 3900-02-10	00	Finished good	Active		1	1				NOS	Item	4	100	1	4	Date			26-DEC-2024 18:42:50			*	WVO-765494	Push					4		1	90									None	*				_x000D_
3	                WQGAE05258	PH ANALYSER : PH Transmitter : 1066-P-HT-73, WITH FLOW THRU TEE, PIPE MOUNTING KIT & SS TAG PLATE	00	Finished good	Active		2	1				NOS	Item	3	100	1	3	Date			26-DEC-2024 18:42:50			*	WVO-765494	Push					3		1	90									None	*				_x000D_
3	                WQGAE14277	PH ANALYSER : Buffer solution pH 4.01,16oz,Buffer solution pH 6.86, 16ozBuffer solution pH 9.18, 16oz	00	Finished good	Active		3	1				SET	Item	1	100	1	1	Date			26-DEC-2024 18:42:50			*	WVO-765494	Push					1		1	60									None	*				_x000D_
2	        -  W630414H07	CONDUCTIVITY ANALYZER BOM	01	SOS Dummy	Active		6	1				LOT	Item	1	100	1	1	Date			27-DEC-2024 11:15:59			*	WVO-765495	Push					1		1										None					_x000D_
3	                WQGAE02408	CONDUCTIVITY ANALYSER : Transmitter : 1066-C-HT-73, WITH FLOW THRU TEE, PIPE MOUNTING KIT & SS TAG PLATE	00	Finished good	Active		1	1				NOS	Item	3	100	1	3	Date			27-DEC-2024 11:15:59			*	WVO-765495	Push					3		1	60									None	*				_x000D_
3	                WQGAE14281	CONDUCTIVITY ANALYSER : Cond. Sensor: 400-12-20 with 20 feet cable	00	Finished good	Active		2	1				NOS	Item	3	100	1	3	Date			27-DEC-2024 11:15:59			*	WVO-765495	Push					3		1	60									None	*				_x000D_
2	        -  W630414H08	FRC ANALYZER BOM	01	SOS Dummy	Active		7	1				LOT	Item	1	100	1	1	Date			27-DEC-2024 11:25:08			*	WVO-765505	Push					1		1										None					_x000D_
3	                WQGAE14282	FRC SENSOR, MODEL NO : 499ACL-01-54	00	Finished good	Active		1	1				NOS	Item	1	100	1	1	Date			27-DEC-2024 11:25:08			*	WVO-765505	Push					1		1	60									None	*				_x000D_
3	                WQGAE14283	FRC TRANSMITTER MODEL NO:1066?CL?HT?73, LOW FLOW PANEL SQP10077-LQD,Flow Thru Tee,Complete with SS304 Wall mounting plate,needle valve,mounting bracket, PG & rotameter with SS316 tubings & double compression fittings, SS Tag plate	00	Finished good	Active		2	1				NOS	Item	1	100	1	1	Date			27-DEC-2024 11:25:08			*	WVO-765505	Push					1		1	60									None	*				_x000D_
2	        -  W630414H09	DIFF PRESSURE TRANSMITTER BOM	01	SOS Dummy	Active		8	1				LOT	Item	1	100	1	1	Date			27-DEC-2024 11:36:34			*	WVO-765507	Push					1		1										None					_x000D_
3	                WQGAA05232	PRESSURE INSTR: DIFFERENTIAL PRESSURE TRANSMITTER, FOR CALIBRATION RANGE 0-1.5 kg/cm2, WITH 5 VALVE 'T' TYPE MANIFOLD, AS PER PROJECT SPECIFIC DOCUMENT	00	Finished good	Active		1	1				NOS	Item	3	100	1	3	Date			27-DEC-2024 11:36:34			*	WVO-765507	Push					3		1	30									None	*				_x000D_
2	        -  W630414H10	DP TYPE FLOW TRANSMITTER BOM	01	SOS Dummy	Active		9	1				LOT	Item	1	100	1	1	Date			27-DEC-2024 11:46:35			*	WVO-765511	Push					1		1										None					_x000D_
3	                WQGAB03404	FLOW INSTR :  DP TYPE FLOW TRANSMITTER, FOR RANGE 0 -108  M3/HR, DIAPHRAGM-SS316L WITH 5 VALVE 'T' TYPE MANIFOLD & PLUG, AS PER PROJECT SPECIFIC DOCUMENT	00	Finished good	Active		1	1				NOS	Item	4	100	1	4	Date			27-DEC-2024 11:46:35			*	WVO-765511	Push					4		1	60									None	*				_x000D_
3	                WQGAB03405	FLOW INSTR :  DP TYPE FLOW TRANSMITTER, FOR RANGE 0 -85  M3/HR, DIAPHRAGM-SS316L WITH 5 VALVE 'T' TYPE MANIFOLD & PLUG, AS PER PROJECT SPECIFIC DOCUMENT	00	Finished good	Active		2	1				NOS	Item	1	100	1	1	Date			27-DEC-2024 11:46:35			*	WVO-765511	Push					1		1	60									None	*				_x000D_
3	                WQGAB03406	FLOW INSTR :  DP TYPE FLOW TRANSMITTER, FOR RANGE 0 -162 M3/HR, DIAPHRAGM-SS316L WITH 5 VALVE 'T' TYPE MANIFOLD & PLUG, AS PER PROJECT SPECIFIC DOCUMENT	00	Finished good	Active		3	1				NOS	Item	1	100	1	1	Date			27-DEC-2024 11:46:35			*	WVO-765511	Push					1		1	60									None	*				_x000D_
2	        -  W630414H11	ORIFICE BOM	01	SOS Dummy	Active		10	1				LOT	Item	1	100	1	1	Date			27-DEC-2024 11:54:39			*	WVO-765512	Push					1		1										None					_x000D_
3	                WQGAB08695	FLOW INSTR : ORIFICE PLATE WITH WELD NECK FLANGES SS316 ASME B16.36 300# WNRF, PLATE SS316, FOR LINE SIZE 150 NB SS316 & FLOW RANGE 0-108 m3/hr, AS PER PROJECT SPECIFICATION	00	Finished good	Active		1	1				NOS	Item	4	100	1	4	Date			27-DEC-2024 11:54:39			*	WVO-765512	Push					4		1	60									None	*				_x000D_
3	                WQGAB08693	FLOW INSTR : ORIFICE PLATE WITH WELD NECK FLANGES SS316 ASME B16.36 300# WNRF, PLATE SS316, FOR LINE SIZE 150 NB SS316 & FLOW RANGE 0-162 m3/hr, AS PER PROJECT SPECIFICATION	00	Finished good	Active		2	1				NOS	Item	1	100	1	1	Date			27-DEC-2024 11:54:39			*	WVO-765512	Push					1		1	60									None	*				_x000D_
3	                WQGAB08694	FLOW INSTR : ORIFICE PLATE WITH WELD NECK FLANGES SS316 ASME B16.36 300# WNRF, PLATE SS316, FOR LINE SIZE 100 NB SS316 & FLOW RANGE 0-85 m3/hr, AS PER PROJECT SPECIFICATION	00	Finished good	Active		3	1				NOS	Item	1	100	1	1	Date			27-DEC-2024 11:54:39			*	WVO-765512	Push					1		1	60									None	*				_x000D_
2	        -  W630414H13	CALCIUM HARDNESS ANALYZER BOM	01	SOS Dummy	Active		11	1				LOT	Item	1	100	1	1	Date			27-DEC-2024 12:07:48			*	WVO-765514	Push					1		1										None					_x000D_
3	                WQGAE14284	IPG : ORDER IDENTIFIER ANALY/ OTHER INSTR : ---- Calcium Hardness Analyser, 2 channel with external sequencer,Rittal CRCA panel mounted complete with wiring,tubing & required accessories; reagent & calibration standard	00	Finished good	Active		1	1				NOS	Item	1	100	1	1	Date			27-DEC-2024 12:07:48			*	WVO-765514	Push					1		1	7									None	*				_x000D_
2	        -  W630414H14	CONTROL VALVE	02	SOS Dummy	Active		12	1				LOT	Item	1	100	1	1	Date			07-FEB-2025 14:32:37			*	WVO-767497	Push					1		1										None					_x000D_
3	                WQGAJ01164	GLOBE CONTROL VALVE, BODY MOC: CF8M SST, SIZE 6 ANSI 300#,  SMART POSITIONER WITH IN-BUILT POSITION TRANSMITTER, WITH ALL ACCESSORIES  AS PER PROJECT SPECIFIC DOCUMENT",0,Finished good,Active,,1,1,,,,NOS,Item,0,100,1,0,Date,,,2025-03-19,,,*,WVO-769023,Push,,,,,0,,1,60,,,,,,,,,None,*,,,
3,WQGAJ01165,"GLOBE CONTROL VALVE, BODY MOC: CF8M SST, SIZE 4"" ANSI 300#,  SMART POSITIONER WITH IN-BUILT POSITION TRANSMITTER, WITH ALL ACCESSORIES  AS PER PROJECT SPECIFIC DOCUMENT",0,Finished good,Active,,2,1,,,,NOS,Item,1,100,1,1,Date,,,2025-02-07,,,*,WVO-767497,Push,,,,,1,,1,60,,,,,,,,,None,*,,,
2,-  W630414H12,INSTRUMENT SPARE BOM-1,1,SOS Dummy,Active,,13,1,,,,LOT,Item,1,100,1,1,Date,,,2025-02-24,,,*,WVO-768160,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQGAA02151,"PR INSTR : PRESSURE GAUGE : BOURDON TYPE : ELEMENT & SOCKET MATERIAL SS316L, RANGE 0 TO 1 KG/CM2, AS PER PROJECT SPECIFIC DOCUMENT",0,Finished good,Active,,1,1,,,,NOS,Item,1,100,1,1,Date,,,2025-02-24,,,*,WVO-768160,Push,,,,,1,,1,7,,,,,,,,,None,*,,,
3,WQGAA02152,PR INSTR : PRESSURE GAUGE : BOURDON TYPE : ELEMENT & SOCKET MATERIAL SS316L : RANGE 0 TO 10 KG/CM2; AS PER PROJECT SPECIFIC DOCUMENT.,0,Finished good,Active,,2,1,,,,NOS,Item,1,100,1,1,Date,,,2025-02-24,,,*,WVO-768160,Push,,,,,1,,1,7,,,,,,,,,None,*,,,
3,WQGAA02153,"PR INSTR : PRESSURE GAUGE : CHEM SEAL - 2"" ANSI 300# FLANGED, RANGE  0 TO 10 KG/CM2, DIAPHRAGM MOC SS316L , SILICONE FILLED CASE AS PER PROJECT SPECIFIC DOCUMENT.",0,Finished good,Active,,3,1,,,,NOS,Item,1,100,1,1,Date,,,2025-02-24,,,*,WVO-768160,Push,,,,,1,,1,7,,,,,,,,,None,*,,,
3,WQGAA02154,"PR INSTR : PRESSURE GAUGE : CHEM SEAL - 2"" ANSI 300# FLANGED, RANGE  0 TO 10 KG/CM2, DIAPHRAGM MONEL 400 , SILICONE FILLED CASE AS PER PROJECT SPECIFIC DOCUMENT.",0,Finished good,Active,,4,1,,,,NOS,Item,1,100,1,1,Date,,,2025-02-24,,,*,WVO-768160,Push,,,,,1,,1,7,,,,,,,,,None,*,,,
3,WQGAC07213,"LEVEL INSTR : LEVEL TRANSMITTER : ULTRASONIC TYPE, INSTRUMENT RANGE 5 Meter, AS PER PROJECT SPECIFIC DOCUMENT",0,Finished good,Active,,5,1,,,,NOS,Item,1,100,1,1,Date,,,2025-02-24,,,*,WVO-768160,Push,,,,,1,,1,60,,,,,,,,,None,*,,,
