=== SHEET: PopCache (6 rows x 3 cols) ===

SERVICE ITEMS,LEVEL 1,No
SUPPLY ITEMS,LEVEL 2,Yes
,LEVEL 3,
,LEVEL 4,
,LEVEL 5,
,LEVEL 6,

=== SHEET: BneWorkBookProperties (1 rows x 1 cols) ===

"<bne:properties xmlns:bne=""http://www.oracle.com/bne""><item><name>contentsheetcount</name><value>1</value></item><item><name>contentidentifier</name><value>3OV4o2TAZ4</value></item><item><name>contentgroupname</name><value></value></item><item><name>BneWorkBookSequence</name><value>1</value></item></bne:properties>"

=== SHEET: Civil WBS (5012 rows x 42 cols) ===

ITEM TYPE,SERVICE ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*PROJECT CODE:,P024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROJECT NAME,2X25MW RCF Trombay Civil E&C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPERATING UNIT,TIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*INVENTORY ORGANIZATION CODE,MTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVENTORY ORGANIZATION NAME,MPP HO TIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPOSAL ESTIMATION WBS STATUS,FINAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECO STATUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*WBS LEVEL 1,WBS LEVEL 5,WBS LEVEL 6,WBS LEVEL 7,WBS LEVEL 8,WBS LEVEL 9,WBS LEVEL 10,ITEM DETAILS,*CBS CODE,*PARENT ITEM CODE,*COMPONENT ITEM CODE,*UNIT OF MEASURE,*PROPOSAL QUANTITY,PROPOSAL RATE,PROPOSAL AMOUNT,*BOM LEVEL,CURRENCY,ITEM DESCRIPTION,*PACKAGE ITEM,ATTRIBUTE_CATEGORY,ATTRIBUTE1,ATTRIBUTE2,ATTRIBUTE3,ATTRIBUTE4,ATTRIBUTE5,ATTRIBUTE6,ATTRIBUTE7,ATTRIBUTE8,ATTRIBUTE9,ATTRIBUTE10,DELETE FLAG,CREATED_BY,CREATION DATE,LAST_UPDATED_BY,LAST UPDATE DATE,LAST_UPDATE_LOGIN,CREATED BY NAME,LAST UPDATED BY NAME,LINE_ID,,,Messages
CIVIL,Blow Down Tank,M25 - upto Plinth,,,,,,CON42,IJ245HBL0L,VZB13ST0R3,CUM,4.5,,,LEVEL 3,INR,Providing and laying in position RCC upto plinth - Grade M25,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356863,,,
CIVIL,Blow Down Tank,"Supplying and laying reinforced cement concrete of grade M - 30 with 20mm and down sized graded machine crushed coarse aggregates for water retaining structures or elements thereof supposed to hold water permanently  at all depths / elevations and carrying out test to ensure water tightness after filling to the maximum depth with water and carrying out rectifications in case of any leakage by pressure grouting or any other method approved by the engineer -in -charge, including use of admixtures if required, vibrating, tamping, curing, finishing the exposed surfaces smooth and even all complete as per specifications, drawings and as directed by the Engineer-in-charge but excluding the cost of form work, cement & reinforcement steel. If the structure is below ground , the backfill will be done only after leakage test & rectification",,,,,,CON42,IJ245HBL0L,NI00036990,CUM,8.46,,,LEVEL 3,INR,Supplying and laying reinforced cement concrete of grade M - 30 with 20mm and down sized graded machine crushed coarse aggregates for water retaining structures,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356864,,,
CIVIL,Blow Down Tank,"Supplying and installing ribbed PVC water stops of approved quality from reputed manufacturers in cement concrete works including laps by fixing/vulcanising joints and folds as applicable at all elevations for construction joint as per specifications, drawings, and as directed by the Engineer-in-charge 6mm thick and 225mm wide",,,,,,CON42,IJ245HBL0L,VZB43FIX6T,MTR,27,,,LEVEL 3,INR,Supplying and installing ribbed PVC water stops 6mm thick and 225mm wide,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356865,,,
CIVIL,Blow Down Tank,"Febrication & errection Inserts including weight of lugs, plates and fixtures.",,,,,,CON42,IJ245HBL0L,VZB52MISIP,MT,0.17,,,LEVEL 3,INR,Fabrication and Fixing MS metal inserts in concrete structures - materials issued free of cost,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356866,,,
CIVIL,Blow Down Tank,Pockets - 301 to 450mm deep,,,,,,CON42,IJ245HBL0L,VZB80PKTD2,NOS,16,,,LEVEL 3,INR,"Providing pockets in concrete floors, slabs, beams, foundations etc., of sectional area less than 0.1 Sq.m, incl. fixing and removing formwork made out of 12 mm thk ply for anchor bolts, pipe sleeves etc.for pockets upto  301 to 450mm deep",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356867,,,
CIVIL,Blow Down Tank,"Supplying and laying cement sand grouting with necessary form work with one (1) part cement and one (1) part river sand with just enough water to make the grout workable, when the thickness of the grout is less than 50mm, including Chipping off loose material by approved means prior to grouting, cleaning with compressed air, wetting the surfaces for several hours removing any accumulated water etc. under expert supervision and as per specifications, drawings and as directed by the Engineer-in-charge.",,,,,,CON42,IJ245HBL0L,VZB87GRTSG,CUM,0.45,,,LEVEL 3,INR,Supplying and laying cement sand grouting,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356868,,,
CIVIL,Blow Down Tank,"Supplying, mixing and grouting with ready mix non-shrink grout having charecterisic strength of 40 N/mm2 manufactured by the Sika, CONBEXTRA-GP1 / GP2, or equivalent, including Chipping off loose material by approved means prior to grouting, cleaning with compressed air, wetting the surfaces for several hours, removing of excess accumulated water, shuttering the edges, curing, etc., strictly as per manufacturer’s instructions, specifications, drawings and under expert supervision to the satisfaction of the Engineer-in- charge.",,,,,,CON42,IJ245HBL0L,VZB88GRTSG,CUM,0.17,,,LEVEL 3,INR,"Supplying, mixing and grouting with ready mix non-shrink grout",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356869,,,
CIVIL,Blow Down Tank,Fixing & Positioning of reinforcement in all depth & Elivation,,,,,,CON43,IJ245HBL0L,NI00035779,MT,1.04,,,LEVEL 3,INR,"Fixing in position the following reinforcement steel of all diameters for RCC work including supply of epoxy coated 18 SWG binding wire ,cover block,unloading &supply & application of paint in cut edge.",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356870,,,
CIVIL,Blow Down Tank,Plywood Shuttering - Upto Plinth,,,,,,CON44,IJ245HBL0L,VZD02PLYL0,SQM,55.39,,,LEVEL 3,INR,"Supplying, installing, dismantling and removing (after specific period) leakproof plywood type form work upto plinth level for STG building and other RCC structures exluding STG Deck, ACC, Aux. Cooling Tower, Ash Silo",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356871,,,
CIVIL,Blow Down Tank,"Two coats of approved ""Bituminous"" painting conforming to Relevant BS / EN Code to external surfaces of cable trenches, foundations, gutters, brick walls etc., including preparation of surface, supply and application of paint with materials complete as per drawings and as directed by the engineer-in-charge.",,,,,,CON47,IJ245HBL0L,VZG09SNABT,SQM,33.44,,,LEVEL 3,INR,"Two coats of approved ""Bituminous"" painting to external surfaces of , foundations, gutters, brick walls",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356872,,,
CIVIL,Generator Transformer,,,,,,,CON00,IJ241CIV00,IJ245TRA00,SET,1,,,LEVEL 2,INR,Generator Transformer,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356873,,,
CIVIL,Generator Transformer,"Earthwork in Excavation for all kinds of works such as foundations, trenches, pavements, manholes, storm water drains, culverts, cable crossings, pipeway crossings, pipeway bridges, pipes sleepers, pipelines, pits etc., in all types of soils like loose earth, moorum over burdens etc., for depth upto 3.50m from natural ground level, including removal of vegetation, shrubs and debris, cutting and dressing of sides in slopes, levelling, grading and ramming of bottoms, disposal/stacking of the excavated material within a lead of 1000m as per drawings, specifications and directed by Engineer-in-charge, including pumping and bailing out of subsurface and rain water and keeping the surface dry for subsequent works etc., including the cost of supplying shoring, strutting and dewatering.",,,,,,CON41,IJ245TRA00,NI00035604,CUM,313.1,,,LEVEL 3,INR,"Earthwork in Excavation for all kinds of works such as foundations, trenches, pavements, manholes, storm water drains, culverts, cable crossings, pipeway crossings, pipeway bridges, pipes sleepers, pipelines, pits etc.,",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356874,,,
CIVIL,Generator Transformer,"Earthwork in Backfilling with earth obtained from stacks within a lead of 1000m in & around foundations, trenches, below grade slabs, pavements, pits etc., to proper grade and level with selected materials from available excavated material, including re-excavating the deposited material excavated earlier, breaking clods, laying at all depths and heights in layers of thickness not exceeding 150mm, watering, rolling and ramming by manual/mechanical compactors to achieve 90% laboratory max dry density, dressing, trimming etc., all complete as per specifications, drawings and as directed by the Engineer-in-charge.",,,,,,CON41,IJ245TRA00,NI00035606,CUM,113.74,,,LEVEL 3,INR,"Earthwork in Backfilling with earth obtained from stacks within a lead of 1000m in & around foundations, trenches, below grade slabs, pavements, pits etc.,",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356875,,,
CIVIL,Generator Transformer,"Carting away the surplus earth and debris from construction areas  distance ater 1000m & disposal of the same within plant premises including stacking, laying, etc. complete as per drawings, specifications and as directed by Engineer-In-Charge.",,,,,,CON41,IJ245TRA00,NI00035608,CUM,199.37,,,LEVEL 3,INR,"Carting away the surplus earth and debris from construction areas immediately or simultaneously (along with excavation) and disposal after 1000 m 2500 m of the same within plant premises including stacking, laying, etc.",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356876,,,
CIVIL,Generator Transformer,"Supplying and laying in the transformer yard machine crushed aggregate of 20 mm and 40mm size uniformly graded with top layer of soil treated with antiweed chemicals two layers including spreading, laying to correct level & slope as per specifications, drawings and as directed by the Engineer-in-charge.",,,,,,CON41,IJ245TRA00,VZA61BKFAG,CUM,63,,,LEVEL 3,INR,Providing and laying machine crushed aggregate of 20 mm to 40mm size,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356877,,,
CIVIL,Generator Transformer,"Supplying and laying in position plain cement concrete of the following mix M-10 with machine crushed coarse aggregates as per relevant IS standards , with cement supplied by the owner, including consolidation of subgrade wherever required, staging, shuttering, tamping, curing, etc. complete for all depths and heights as per specifications, drawings and as directed by the Engineer-in-charge.",,,,,,CON42,IJ245TRA00,VZB02PC2C2,CUM,13.55,,,LEVEL 3,INR,Providing and laying in position PCC with 20 mm down  graded aggregate - 1:3:6,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356878,,,
CIVIL,Generator Transformer,M25 - upto Plinth,,,,,,CON42,IJ245TRA00,VZB13ST0R3,CUM,125.52,,,LEVEL 3,INR,Providing and laying in position RCC upto plinth - Grade M25,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356879,,,
CIVIL,Generator Transformer,"Supplying precast reinforced cement concrete for sleepers, drain trench covers, lintels,beams etc., with concrete of grade M - 25 with 20mm and down size, graded, machine  crushed aggregate, with all leads including Supplying necessary moulds, shuttering etc., vibrating, tamping, curing, making smooth and even surface or non skid finish as specified, Supplying lifting hooks (only MS inserts to be measured separately), transportation, erection, complete as per specifications, drawings and as directed by the engineer-in-charge but excluding the cost of cement, reinforcement steel and other structural steel embedments complete up to 300 Kg weight.",,,,,,CON42,IJ245TRA00,NI00035610,CUM,1.8,,,LEVEL 3,INR,"Supplying precast reinforced cement concrete for sleepers, drain trench covers, lintels,beams etc., with concrete of grade M - 25 with 20mm and down size, graded, machine  crushed aggregate,",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356880,,,
CIVIL,Generator Transformer,"Febrication & errection Inserts including weight of lugs, plates and fixtures.",,,,,,CON42,IJ245TRA00,VZB52MISIP,MT,0.49,,,LEVEL 3,INR,Fabrication and Fixing MS metal inserts in concrete structures - materials issued free of cost,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356881,,,
CIVIL,Generator Transformer,Pockets - 301 to 450mm deep,,,,,,CON42,IJ245TRA00,VZB80PKTD2,NOS,164,,,LEVEL 3,INR,"Providing pockets in concrete floors, slabs, beams, foundations etc., of sectional area less than 0.1 Sq.m, incl. fixing and removing formwork made out of 12 mm thk ply for anchor bolts, pipe sleeves etc.for pockets upto  301 to 450mm deep",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356882,,,
CIVIL,Generator Transformer,"Supplying, mixing and grouting with ready mix non-shrink grout having charecterisic strength of 40 N/mm2 manufactured by the Sika, CONBEXTRA-GP1 / GP2, or equivalent, including Chipping off loose material by approved means prior to grouting, cleaning with compressed air, wetting the surfaces for several hours, removing of excess accumulated water, shuttering the edges, curing, etc., strictly as per manufacturer’s instructions, specifications, drawings and under expert supervision to the satisfaction of the Engineer-in- charge.",,,,,,CON42,IJ245TRA00,VZB88GRTSG,CUM,0.12,,,LEVEL 3,INR,"Supplying, mixing and grouting with ready mix non-shrink grout",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356883,,,
CIVIL,Generator Transformer,Fixing & Positioning of reinforcement in all depth & Elivation,,,,,,CON43,IJ245TRA00,NI00035779,MT,12.07,,,LEVEL 3,INR,"Fixing in position the following reinforcement steel of all diameters for RCC work including supply of epoxy coated 18 SWG binding wire ,cover block,unloading &supply & application of paint in cut edge.",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356884,,,
CIVIL,Generator Transformer,Plywood Shuttering - Upto Plinth,,,,,,CON44,IJ245TRA00,VZD02PLYL0,SQM,410.24,,,LEVEL 3,INR,"Supplying, installing, dismantling and removing (after specific period) leakproof plywood type form work upto plinth level for STG building and other RCC structures exluding STG Deck, ACC, Aux. Cooling Tower, Ash Silo",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356885,,,
CIVIL,Generator Transformer,"Supplying and laying in position  brick masonry works at all depths and Elevations using bricks of cruching strength of minimum 55 kg/mm2 in cement sand mortar 1:6 including watering, scaffolding, staging, mixing mortar, laying bricks, finishing the joints, raking of joints, curing etc., all complete as per specifications, drawings and as directed by the Engineer-in-charge. for thickness375mm",,,,,,CON46,IJ245TRA00,NI07899976,CUM,43,,,LEVEL 3,INR,Supplying and laying in position  375 mm th brick masonry works at all depths and Elevations using bricks of cruching strength of minimum 55 kg/mm2,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356886,,,
CIVIL,Generator Transformer,"Supplying and plastering 20mm thick sand faced cement plaster in two (2) layers on external surfaces of walls/concrete at all elevations, first layer 12mm thick  in cement mortar 1:5 and second layer 6mm thick in cement mortar 1:4 including hacking the surfaces, scaffolding, curing, necessary drip moulds, fillets, grooves, making the openings if required, making good the opening areas in line and level, providing and installing temperory arrangements such as tarpaulin to protect equipments from damage, etc., all complete as per specifications, drawings and as directed by the Engineer-in-charge.",,,,,,CON46,IJ245TRA00,VZF71PLE20,SQM,360,,,LEVEL 3,INR,Supplying and plastering 20mm thick sand faced cement plaster,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356887,,,
CIVIL,Generator Transformer,"Supplying and fixing GI chain link fencing of 2.5m total vertical height with 50 mm mesh size, 3.1 mm dia mesh wire conforming to IS:2721, 4 mm dia galvanised line wires 3 nos. including Supplying MS flat of 25 x 6 mm as stretcher bars, fixing fabric to the post with 16 gauge galvanised wire including 65 x 65 x 6 angle iron posts at maximum distance of 2.5 m embedded in PCC block,angle shall be painted with 2 coats of red oxide zinc chromate primer and 2 coats of synthetic enamel paint of approved make and shade, all accessories, clips, bolts, clamps, flats, GI nibs etc., all complete as per drawings, specifications and as directed by the Engineer-in-charge.",,,,,,CON54,IJ245TRA00,VZN65CHN25,MTR,20,,,LEVEL 3,INR,Providing and fixing GI chain link fencing of 2.5m total vertical height having angle painted with epoxy painting.			,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356888,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,,,,,,,CON00,IJ241CIV00,IJ245TRA0B,SET,1,,,LEVEL 2,INR,UNIT AUXILARY TRANSFORMERS,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356889,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,"Earthwork in Excavation for all kinds of works such as foundations, trenches, pavements, manholes, storm water drains, culverts, cable crossings, pipeway crossings, pipeway bridges, pipes sleepers, pipelines, pits etc., in all types of soils like loose earth, moorum over burdens etc., for depth upto 3.50m from natural ground level, including removal of vegetation, shrubs and debris, cutting and dressing of sides in slopes, levelling, grading and ramming of bottoms, disposal/stacking of the excavated material within a lead of 1000m as per drawings, specifications and directed by Engineer-in-charge, including pumping and bailing out of subsurface and rain water and keeping the surface dry for subsequent works etc., including the cost of supplying shoring, strutting and dewatering.",,,,,,CON41,IJ245TRA0B,NI00035604,CUM,366.81,,,LEVEL 3,INR,"Earthwork in Excavation for all kinds of works such as foundations, trenches, pavements, manholes, storm water drains, culverts, cable crossings, pipeway crossings, pipeway bridges, pipes sleepers, pipelines, pits etc.,",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356890,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,"Earthwork in Backfilling with earth obtained from stacks within a lead of 1000m in & around foundations, trenches, below grade slabs, pavements, pits etc., to proper grade and level with selected materials from available excavated material, including re-excavating the deposited material excavated earlier, breaking clods, laying at all depths and heights in layers of thickness not exceeding 150mm, watering, rolling and ramming by manual/mechanical compactors to achieve 90% laboratory max dry density, dressing, trimming etc., all complete as per specifications, drawings and as directed by the Engineer-in-charge.",,,,,,CON41,IJ245TRA0B,NI00035606,CUM,172.64,,,LEVEL 3,INR,"Earthwork in Backfilling with earth obtained from stacks within a lead of 1000m in & around foundations, trenches, below grade slabs, pavements, pits etc.,",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356891,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,"Carting away the surplus earth and debris from construction areas  distance ater 1000m & disposal of the same within plant premises including stacking, laying, etc. complete as per drawings, specifications and as directed by Engineer-In-Charge.",,,,,,CON41,IJ245TRA0B,NI00035608,CUM,194.17,,,LEVEL 3,INR,"Carting away the surplus earth and debris from construction areas immediately or simultaneously (along with excavation) and disposal after 1000 m 2500 m of the same within plant premises including stacking, laying, etc.",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356892,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,"Supplying and laying in the transformer yard machine crushed aggregate of 20 mm and 40mm size uniformly graded with top layer of soil treated with antiweed chemicals two layers including spreading, laying to correct level & slope as per specifications, drawings and as directed by the Engineer-in-charge.",,,,,,CON41,IJ245TRA0B,VZA61BKFAG,CUM,75,,,LEVEL 3,INR,Providing and laying machine crushed aggregate of 20 mm to 40mm size,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356893,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,"Supplying and laying in position plain cement concrete of the following mix M-10 with machine crushed coarse aggregates as per relevant IS standards , with cement supplied by the owner, including consolidation of subgrade wherever required, staging, shuttering, tamping, curing, etc. complete for all depths and heights as per specifications, drawings and as directed by the Engineer-in-charge.",,,,,,CON42,IJ245TRA0B,VZB02PC2C2,CUM,16.36,,,LEVEL 3,INR,Providing and laying in position PCC with 20 mm down  graded aggregate - 1:3:6,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356894,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,M25 - upto Plinth,,,,,,CON42,IJ245TRA0B,VZB13ST0R3,CUM,129.01,,,LEVEL 3,INR,Providing and laying in position RCC upto plinth - Grade M25,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356895,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,M25 - above Plinth,,,,,,CON42,IJ245TRA0B,VZBA1STCR3,CUM,3.24,,,LEVEL 3,INR,M25 grade for Any Structure above Plinth level upto 20.00 M elevation from Plinth level,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356896,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,"Supplying precast reinforced cement concrete for sleepers, drain trench covers, lintels,beams etc., with concrete of grade M - 25 with 20mm and down size, graded, machine  crushed aggregate, with all leads including Supplying necessary moulds, shuttering etc., vibrating, tamping, curing, making smooth and even surface or non skid finish as specified, Supplying lifting hooks (only MS inserts to be measured separately), transportation, erection, complete as per specifications, drawings and as directed by the engineer-in-charge but excluding the cost of cement, reinforcement steel and other structural steel embedments complete up to 300 Kg weight.",,,,,,CON42,IJ245TRA0B,NI00035610,CUM,2.6,,,LEVEL 3,INR,"Supplying precast reinforced cement concrete for sleepers, drain trench covers, lintels,beams etc., with concrete of grade M - 25 with 20mm and down size, graded, machine  crushed aggregate,",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356897,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,"Febrication & errection Inserts including weight of lugs, plates and fixtures.",,,,,,CON42,IJ245TRA0B,VZB52MISIP,MT,0.74,,,LEVEL 3,INR,Fabrication and Fixing MS metal inserts in concrete structures - materials issued free of cost,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356898,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,Pockets - 301 to 450mm deep,,,,,,CON42,IJ245TRA0B,VZB80PKTD2,NOS,120,,,LEVEL 3,INR,"Providing pockets in concrete floors, slabs, beams, foundations etc., of sectional area less than 0.1 Sq.m, incl. fixing and removing formwork made out of 12 mm thk ply for anchor bolts, pipe sleeves etc.for pockets upto  301 to 450mm deep",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356899,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,"Supplying, mixing and grouting with ready mix non-shrink grout having charecterisic strength of 40 N/mm2 manufactured by the Sika, CONBEXTRA-GP1 / GP2, or equivalent, including Chipping off loose material by approved means prior to grouting, cleaning with compressed air, wetting the surfaces for several hours, removing of excess accumulated water, shuttering the edges, curing, etc., strictly as per manufacturer’s instructions, specifications, drawings and under expert supervision to the satisfaction of the Engineer-in- charge.",,,,,,CON42,IJ245TRA0B,VZB88GRTSG,CUM,0.15,,,LEVEL 3,INR,"Supplying, mixing and grouting with ready mix non-shrink grout",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356900,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,Fixing & Positioning of reinforcement in all depth & Elivation,,,,,,CON43,IJ245TRA0B,NI00035779,MT,12.58,,,LEVEL 3,INR,"Fixing in position the following reinforcement steel of all diameters for RCC work including supply of epoxy coated 18 SWG binding wire ,cover block,unloading &supply & application of paint in cut edge.",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356901,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,Plywood Shuttering - Upto Plinth,,,,,,CON44,IJ245TRA0B,VZD02PLYL0,SQM,614.8,,,LEVEL 3,INR,"Supplying, installing, dismantling and removing (after specific period) leakproof plywood type form work upto plinth level for STG building and other RCC structures exluding STG Deck, ACC, Aux. Cooling Tower, Ash Silo",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356902,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,Plywood Shuttering - Above Plinth,,,,,,CON44,IJ245TRA0B,NI07899691,SQM,163.8,,,LEVEL 3,INR,Plywood Shuttering - Above Plinth,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356903,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,"Fabrication and erection of structural steel work using Hot Rolled Sections, including but not limited to, taking delivery of structural steel from store, shifting to fabrication yard, fabrication, transporting to site, erecting and aligning in proper position, all stiffeners, cleats, gussets, plates etc., straightening if required, cutting to required length, drilling, grinding, edge preparation, welding, erection, assembly, bolting and/or welding of joints, machining of joints when necessary, grinding, preparation of BOQ etc., erecting in line and level with temporary staging, all connected fixtures, erection bolts, nuts, washers etc., (excluding anchor bolts) as per specifications, drawings and as directed by the Engineer-in-charge at all levels.",,,,,,CON45,IJ245TRA0B,VZE01FABHS,MT,12.38,,,LEVEL 3,INR,Structural steel work for hot rolled sections,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356904,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,"Supplying and laying in position  brick masonry works at all depths and Elevations using bricks of cruching strength of minimum 55 kg/mm2 in cement sand mortar 1:6 including watering, scaffolding, staging, mixing mortar, laying bricks, finishing the joints, raking of joints, curing etc., all complete as per specifications, drawings and as directed by the Engineer-in-charge. for thickness375mm",,,,,,CON46,IJ245TRA0B,NI07899976,CUM,64.88,,,LEVEL 3,INR,Supplying and laying in position  375 mm th brick masonry works at all depths and Elevations using bricks of cruching strength of minimum 55 kg/mm2,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356905,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,"Supplying and plastering 20mm thick sand faced cement plaster in two (2) layers on external surfaces of walls/concrete at all elevations, first layer 12mm thick  in cement mortar 1:5 and second layer 6mm thick in cement mortar 1:4 including hacking the surfaces, scaffolding, curing, necessary drip moulds, fillets, grooves, making the openings if required, making good the opening areas in line and level, providing and installing temperory arrangements such as tarpaulin to protect equipments from damage, etc., all complete as per specifications, drawings and as directed by the Engineer-in-charge.",,,,,,CON46,IJ245TRA0B,VZF71PLE20,SQM,542.16,,,LEVEL 3,INR,Supplying and plastering 20mm thick sand faced cement plaster,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356906,,,
CIVIL,UNIT AUXILARY TRANSFORMERS,"Supplying & fixing in roofing and side cladding, pre coated corrugated galvanised steel sheets of 0.5mm thick with zinc  coating not less than 175gm /m2 conforming to IS:513 of approved make and shade having primer coat of 5 micron of epoxy primer,top coat of 20 micron polyster coat,back coat(bottom unexposed surface) of 7 micron epoxy coating, including fixing leads, GI bolts to suit structure, washers, seals, self tapping/ stiching screws, eaves, flashings, etc. all complete as per drawings, manufacturer's specification and as diredted by engineer in charge.",,,,,,CON53,IJ245TRA0B,VZM09CCS60,SQM,231.75,,,LEVEL 3,INR,"Providing & fixing in roofing and side cladding, corrugated galvanised steel sheets of 0.50 mm thick",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356907,,,
